ID,Date,LocalTime,StandardTime,PickBan,WarmUp,Server,KnifeResult,Map,StartSide,TKills,TAssists,TDeaths,CTKills,CTAssists,CTDeaths,Damage,ADR,HS,Result,Rank,Queue,Rating,WinProb,AvgFriendly,AvgEnemy,AverageOverall,Comments,GamesToday,LossStreak,WinStreak,LeetifyRating,LeetifyPosition,LeetifyAim,LeetifyUtility
1.0,2024-05-06,20:57:00,20:57:00,Second,,,,Dust II,CT,3.0,1.0,6.0,1.0,1.0,9.0,,36.0,50.0,Loss,1000.0,1.0,0.27,49.0,974.0,997.0,985.5,,1,1,0,,,,
2.0,2024-05-06,21:43:00,21:43:00,First,Aimlabs,,,Mirage,T,9.0,2.0,11.0,15.0,3.0,6.0,2279.0,75.0,33.0,Loss,951.0,1.0,1.35,49.0,942.0,970.0,956.0,,2,2,0,,,,
3.0,2024-05-06,23:03:00,23:03:00,Second,Aimlabs,,,Anubis,T,9.0,3.0,9.0,7.0,3.0,12.0,1966.0,67.0,25.0,Win,902.0,1.0,0.9,51.0,1004.0,991.0,997.5,,3,0,1,,,,
4.0,2024-05-07,11:07:00,11:07:00,Second,Aimlabs,,,Vertigo,T,8.0,1.0,11.0,0.0,0.0,0.0,795.0,61.0,25.0,Loss,951.0,1.0,0.8,50.0,830.0,828.0,829.0,T-S,1,4,0,,,,
5.0,2024-05-07,11:39:00,11:39:00,Second,,,,Inferno,T,5.0,3.0,10.0,2.0,5.0,7.0,991.0,47.0,42.0,Win,906.0,1.0,0.56,50.0,972.0,978.0,975.0,,2,0,1,,,,
6.0,2024-05-07,12:34:00,12:34:00,First,Aimlabs,,,Anubis,CT,11.0,9.0,18.0,13.0,6.0,12.0,2989.0,72.0,16.0,Loss,946.0,1.0,1.02,52.0,925.0,885.0,905.0,,3,3,0,,,,
7.0,2024-05-07,16:36:00,16:36:00,First,,,,Dust II,CT,4.0,3.0,7.0,4.0,5.0,12.0,1434.0,59.0,50.0,Loss,910.0,1.0,0.68,50.0,992.0,996.0,994.0,,4,4,0,,,,
8.0,2024-05-07,17:45:00,17:45:00,Second,Aimlabs,,,Mirage,T,5.0,2.0,10.0,3.0,4.0,9.0,1432.0,59.0,25.0,Loss,880.0,1.0,0.7,50.0,809.0,812.0,810.5,,5,5,0,,,,
9.0,2024-05-07,19:02:00,19:02:00,Second,Aimlabs,,,Mirage,T,4.0,0.0,10.0,1.0,0.0,2.0,545.0,38.0,0.0,Loss,850.0,1.0,0.41,49.0,911.0,924.0,917.5,,6,6,0,,,,
10.0,2024-05-08,16:24:00,16:24:00,First,,,,Inferno,T,8.0,3.0,5.0,6.0,1.0,2.0,1410.0,78.0,35.0,Win,820.0,1.0,1.38,50.0,792.0,793.0,792.5,,1,0,1,,,,
11.0,2024-05-08,17:12:00,17:12:00,Second,,,,Nuke,CT,3.0,0.0,4.0,11.0,0.0,10.0,1168.0,73.0,14.0,Loss,850.0,1.0,0.96,50.0,802.0,792.0,797.0,,2,2,0,,,,
12.0,2024-05-08,18:10:00,18:10:00,First,Aimlabs,,,Vertigo,T,7.0,5.0,10.0,4.0,2.0,6.0,1524.0,72.0,27.0,Win,820.0,5.0,,,,,0.0,,3,0,1,,,,
13.0,2024-05-08,20:46:00,20:46:00,Second,,,,Mirage,T,7.0,1.0,11.0,5.0,3.0,7.0,1318.0,62.0,46.0,Loss,820.0,5.0,,,,,0.0,,4,4,0,,,,
14.0,2024-05-08,21:27:00,21:27:00,First,,,,Mirage,CT,4.0,1.0,7.0,4.0,2.0,11.0,945.0,42.0,0.0,Loss,820.0,4.0,0.44,47.0,1214.0,1278.0,1246.0,,5,5,0,,,,
15.0,2024-05-08,22:20:00,22:20:00,Second,,,,Anubis,T,3.0,5.0,11.0,3.0,4.0,6.0,1207.0,60.0,50.0,Loss,797.0,5.0,0.7,50.0,1126.0,1124.0,1125.0,,6,6,0,,,,
16.0,2024-05-09,11:26:00,11:26:00,Second,,,,Vertigo,T,6.0,4.0,11.0,0.0,1.0,2.0,1173.0,83.0,33.0,Loss,772.0,1.0,0.72,50.0,633.0,632.0,632.5,,1,7,0,,,,
17.0,2024-05-09,12:18:00,12:18:00,First,Aimlabs,,,Vertigo,CT,13.0,2.0,3.0,10.0,2.0,8.0,1819.0,95.0,13.0,Win,747.0,1.0,1.63,50.0,788.0,789.0,788.5,,2,0,1,,,,
18.0,2024-05-10,20:14:00,20:14:00,Second,Aimlabs,,,Anubis,T,6.0,2.0,11.0,3.0,0.0,4.0,913.0,57.0,33.0,Loss,772.0,5.0,,,,,0.0,,1,3,0,,,,
19.0,2024-05-10,20:45:00,20:45:00,First,Aimlabs,,,Mirage,T,1.0,1.0,10.0,4.0,3.0,3.0,613.0,32.0,0.0,Win,772.0,5.0,0.44,48.0,1226.0,1279.0,1252.5,,2,0,1,,,,
20.0,2024-05-10,21:40:00,21:40:00,First,,,,Vertigo,CT,6.0,2.0,8.0,12.0,2.0,9.0,1881.0,81.0,33.0,Loss,798.0,5.0,1.14,48.0,1252.0,1294.0,1273.0,,3,3,0,,,,
21.0,2024-05-10,22:20:00,22:20:00,First,,,,Mirage,T,3.0,2.0,9.0,3.0,0.0,6.0,981.0,54.0,16.0,Loss,774.0,5.0,0.54,52.0,1225.0,1185.0,1205.0,,4,4,0,,,,
22.0,2024-05-11,20:04:00,20:04:00,Second,Aimlabs,,,Mirage,CT,5.0,6.0,5.0,5.0,2.0,8.0,1464.0,61.0,40.0,Loss,748.0,5.0,,,,,0.0,,1,5,0,,,,
23.0,2024-05-11,20:56:00,20:56:00,Second,,,,Dust II,CT,2.0,0.0,7.0,8.0,3.0,6.0,1396.0,66.0,50.0,Win,748.0,4.0,0.72,51.0,1072.0,1053.0,1062.5,,2,0,1,,,,
24.0,2024-05-13,20:03:00,20:03:00,First,Aimlabs,,,Vertigo,CT,2.0,2.0,0.0,8.0,2.0,6.0,1089.0,77.0,50.0,Win,773.0,5.0,,,,,0.0,,1,0,2,,,,
25.0,2024-05-13,20:34:00,20:34:00,Second,,,,Anubis,CT,6.0,0.0,2.0,6.0,0.0,10.0,1084.0,67.0,0.0,Loss,773.0,5.0,,,,,0.0,,2,2,0,,,,
26.0,2024-05-15,17:52:00,17:52:00,First,Aimlabs,,,Nuke,CT,1.0,2.0,1.0,5.0,5.0,4.0,925.0,66.0,16.0,Win,773.0,1.0,1.19,52.0,890.0,841.0,865.5,,1,0,1,,,,
27.0,2024-05-15,19:02:00,19:02:00,First,,,,Inferno,T,5.0,0.0,8.0,3.0,1.0,5.0,801.0,42.0,25.0,Loss,797.0,4.0,0.63,47.0,1137.0,1207.0,1172.0,,2,2,0,,,,
28.0,2024-05-15,20:02:00,20:02:00,First,Aimlabs,,,Vertigo,CT,2.0,0.0,6.0,6.0,3.0,12.0,1137.0,56.0,50.0,Loss,774.0,5.0,,,,,0.0,,3,3,0,,,,
29.0,2024-05-16,17:20:00,17:20:00,Second,Aimlabs,,,Ancient,T,2.0,0.0,11.0,2.0,1.0,3.0,505.0,36.0,25.0,Loss,774.0,5.0,,,,,0.0,,1,4,0,,,,
30.0,2024-05-16,22:51:00,22:51:00,Second,Aimlabs,Chicago,Win,Dust II,CT,8.0,2.0,1.0,8.0,4.0,7.0,1405.0,82.0,18.0,Win,774.0,1.0,1.53,50.0,859.0,861.0,860.0,,2,0,1,,,,
31.0,2024-05-16,23:33:00,23:33:00,Second,Aimlabs,Denver,Loss,Ancient,T,3.0,5.0,9.0,4.0,4.0,2.0,954.0,56.0,0.0,Win,799.0,1.0,0.99,52.0,969.0,938.0,953.5,,3,0,2,,,,
32.0,2024-05-17,00:05:00,00:05:00,Second,,Chicago,Loss,Inferno,T,4.0,2.0,9.0,6.0,3.0,6.0,1494.0,74.0,20.0,Loss,823.0,1.0,0.69,47.0,833.0,894.0,863.5,TML,1,4,0,,,,
33.0,2024-05-17,19:20:00,19:20:00,First,,Chicago,Loss,Vertigo,T,9.0,5.0,8.0,8.0,2.0,8.0,1992.0,90.0,11.0,Loss,799.0,1.0,1.27,42.0,479.0,657.0,568.0,,2,2,0,,,,
34.0,2024-05-17,20:19:00,20:19:00,First,,Chicago,Win,Mirage,CT,9.0,3.0,4.0,15.0,2.0,5.0,2147.0,119.0,41.0,Win,778.0,1.0,2.01,50.0,664.0,672.0,668.0,,3,0,1,,,,
35.0,2024-05-17,21:06:00,21:06:00,First,,Chicago,Loss,Vertigo,T,10.0,1.0,11.0,0.0,1.0,2.0,1015.0,72.0,40.0,Loss,803.0,1.0,0.91,48.0,889.0,941.0,915.0,,4,4,0,,,,
36.0,2024-05-17,21:43:00,21:43:00,Second,Aimlabs,Chicago,Loss,Mirage,T,10.0,9.0,10.0,9.0,3.0,10.0,2692.0,89.0,31.0,Win,779.0,1.0,1.15,50.0,911.0,912.0,911.5,,5,0,1,,,,
37.0,2024-05-17,22:57:00,22:57:00,First,Aimlabs,Chicago,Win,Dust II,CT,4.0,2.0,3.0,10.0,2.0,9.0,1359.0,75.0,36.0,Win,804.0,1.0,1.21,52.0,833.0,802.0,817.5,,6,0,2,,,,
38.0,2024-05-18,11:06:00,11:06:00,First,,Chicago,Win,Anubis,CT,6.0,3.0,4.0,6.0,2.0,7.0,1309.0,65.0,33.0,Win,828.0,1.0,0.99,50.0,585.0,584.0,584.5,,1,0,3,,,,
39.0,2024-05-18,12:12:00,12:12:00,First,Aimlabs,Chicago,Win,Nuke,CT,6.0,3.0,5.0,6.0,1.0,10.0,1326.0,60.0,25.0,Loss,853.0,1.0,0.86,48.0,937.0,976.0,956.5,,2,2,0,,,,
40.0,2024-05-18,23:22:00,23:22:00,Second,Aimlabs,Chicago,Win,Vertigo,T,18.0,3.0,19.0,13.0,11.0,15.0,3251.0,69.0,25.0,Win,829.0,1.0,1.03,50.0,957.0,955.0,956.0,EL,3,0,1,,,,
41.0,2024-05-19,18:00:00,18:00:00,Second,,Chicago,Win,Dust II,CT,7.0,1.0,6.0,4.0,4.0,8.0,1131.0,53.0,36.0,Win,854.0,1.0,0.88,52.0,911.0,875.0,893.0,,1,0,2,,,,
42.0,2024-05-20,20:05:00,20:05:00,Second,Aimlabs,Chicago,Loss,Anubis,T,3.0,3.0,11.0,11.0,3.0,12.0,,,,Loss,878.0,5.0,,,,,0.0,,1,2,0,,,,
43.0,2024-05-21,16:24:00,16:24:00,First,,Denver,Win,Dust II,T,10.0,5.0,10.0,7.0,2.0,5.0,1767.0,84.0,52.0,Win,878.0,1.0,1.19,48.0,921.0,955.0,938.0,TML,1,0,1,,,,
44.0,2024-05-21,20:04:00,20:04:00,Second,Aimlabs,NewYork,Loss,Vertigo,T,2.0,2.0,9.0,6.0,3.0,9.0,1247.0,56.0,37.0,Loss,904.0,5.0,,,,,0.0,,2,2,0,,,,
45.0,2024-05-21,20:53:00,20:53:00,First,,Chicago,Win,Vertigo,CT,4.0,2.0,5.0,10.0,0.0,7.0,1208.0,57.0,42.0,Win,904.0,5.0,1.02,51.0,1130.0,1108.0,1119.0,,3,0,1,,,,
46.0,2024-05-21,21:36:00,21:36:00,Second,,Chicago,Loss,Anubis,T,8.0,2.0,7.0,10.0,2.0,11.0,1670.0,55.0,25.0,Loss,928.0,5.0,0.99,47.0,1154.0,1208.0,1181.0,,4,4,0,,,,
47.0,2024-05-24,20:06:00,20:06:00,First,Aimlabs,NewYork,Win,Mirage,CT,6.0,2.0,12.0,7.0,3.0,11.0,1533.0,51.0,46.0,Loss,904.0,5.0,,,,,0.0,,1,5,0,,,,
48.0,2024-05-24,20:58:00,20:58:00,Second,,Chicago,Win,Vertigo,CT,2.0,0.0,1.0,5.0,2.0,8.0,851.0,,29.0,Win,904.0,5.0,,51.0,1151.0,1124.0,1137.5,,2,0,1,,,,
49.0,2024-05-24,21:37:00,21:37:00,First,,Chicago,Loss,Anubis,T,6.0,8.0,8.0,6.0,2.0,8.0,1506.0,68.0,58.0,Win,926.0,5.0,0.98,48.0,1073.0,1116.0,1094.5,,3,0,2,,,,
50.0,2024-05-24,22:20:00,22:20:00,Second,,Dallas,Win,Nuke,CT,5.0,2.0,10.0,4.0,2.0,9.0,1290.0,53.0,33.0,Loss,950.0,5.0,0.55,50.0,1184.0,1181.0,1182.5,,4,4,0,,,,
51.0,2024-05-25,20:50:00,20:50:00,Second,Aimlabs,Chicago,Win,Vertigo,CT,10.0,1.0,5.0,1.0,2.0,10.0,1490.0,62.0,36.0,Win,922.0,4.0,0.8,47.0,1209.0,1271.0,1240.0,,1,0,1,,,,
52.0,2024-05-25,21:34:00,21:34:00,Second,,Chicago,Loss,Ancient,CT,0.0,1.0,6.0,6.0,0.0,10.0,786.0,43.0,66.0,Loss,947.0,4.0,0.27,49.0,1253.0,1280.0,1266.5,,2,2,0,,,,
53.0,2024-05-25,22:10:00,22:10:00,Second,,Chicago,Loss,Anubis,CT,7.0,1.0,8.0,6.0,2.0,11.0,1094.0,52.0,38.0,Loss,919.0,4.0,0.82,51.0,1225.0,1211.0,1218.0,,3,3,0,,,,
54.0,2024-05-26,18:20:00,18:20:00,Second,,Denver,Loss,Nuke,T,1.0,0.0,12.0,3.0,2.0,4.0,719.0,44.0,50.0,Loss,891.0,1.0,0.13,50.0,910.0,910.0,910.0,,1,4,0,,,,
55.0,2024-05-26,20:04:00,20:04:00,Second,Aimlabs,Chicago,Win,Anubis,CT,2.0,2.0,5.0,2.0,4.0,10.0,881.0,48.0,75.0,Loss,861.0,5.0,,,,,0.0,,2,2,0,,,,
56.0,2025-05-26,20:40:00,20:40:00,Second,,Chicago,Loss,Mirage,T,5.0,4.0,10.0,6.0,2.0,12.0,1489.0,51.0,27.0,Win,861.0,5.0,0.5,50.0,1104.0,1103.0,1103.5,,1,0,1,,,,
57.0,2024-05-27,22:59:00,22:59:00,Second,,Chicago,Loss,Mirage,T,7.0,1.0,8.0,8.0,3.0,8.0,1743.0,72.0,26.0,Loss,883.0,1.0,0.99,50.0,904.0,906.0,905.0,,1,2,0,,,,
58.0,2024-05-27,23:50:00,23:50:00,Second,Aimlabs,Chicago,Win,Inferno,T,9.0,1.0,11.0,9.0,2.0,7.0,2173.0,108.0,33.0,Loss,858.0,1.0,1.33,52.0,1049.0,999.0,1024.0,,2,2,0,,,,
59.0,2024-05-28,18:02:00,18:02:00,Second,Aimlabs,Denver,Loss,Vertigo,CT,1.0,0.0,3.0,9.0,1.0,9.0,1072.0,67.0,40.0,Loss,837.0,1.0,0.84,49.0,814.0,834.0,824.0,,1,3,0,,,,
60.0,2024-05-28,18:39:00,18:39:00,Second,Aimlabs,Chicago,Win,Mirage,CT,9.0,3.0,11.0,11.0,0.0,10.0,1951.0,67.0,30.0,Loss,811.0,1.0,0.98,48.0,616.0,662.0,639.0,TML,2,2,0,,,,
61.0,2024-05-28,20:15:00,20:15:00,Second,Aimlabs,Chicago,Win,Anubis,CT,0.0,0.0,2.0,7.0,0.0,11.0,794.0,56.0,42.0,Loss,786.0,5.0,,,,,0.0,,3,3,0,,,,
62.0,2024-05-28,20:38:00,20:38:00,First,,Chicago,Win,Mirage,CT,1.0,2.0,5.0,7.0,4.0,7.0,1087.0,51.0,37.0,Win,786.0,5.0,0.74,53.0,1126.0,1060.0,1093.0,,4,0,1,,,,
63.0,2024-05-28,21:54:00,21:54:00,Second,,Denver,Win,Vertigo,CT,8.0,1.0,5.0,4.0,2.0,5.0,1069.0,53.0,33.0,Win,808.0,2.0,1.09,53.0,1056.0,990.0,1023.0,,5,0,2,,,,
64.0,2024-05-30,21:41:00,21:41:00,Second,Aimlabs,Chicago,Win,Dust II,CT,2.0,2.0,9.0,8.0,4.0,9.0,1522.0,63.0,40.0,Loss,833.0,1.0,0.68,50.0,849.0,839.0,844.0,,1,6,0,,,,
65.0,2024-05-30,22:25:00,22:25:00,Second,,Chicago,Win,Dust II,CT,4.0,3.0,5.0,5.0,7.0,5.0,1392.0,69.0,22.0,Win,804.0,1.0,1.04,52.0,840.0,810.0,825.0,,2,0,1,,,,
66.0,2024-05-31,18:49:00,18:49:00,First,Aimlabs,Chicago,Loss,Nuke,CT,6.0,1.0,6.0,9.0,2.0,10.0,1453.0,76.0,20.0,Loss,826.0,1.0,1.06,46.0,880.0,962.0,921.0,,1,3,0,,,,
67.0,2024-05-31,19:33:00,19:33:00,First,Aimlabs,Chicago,Win,Mirage,CT,2.0,3.0,5.0,5.0,6.0,10.0,1417.0,78.0,42.0,Loss,803.0,1.0,0.83,49.0,712.0,728.0,720.0,,2,2,0,,,,
68.0,2024-05-31,20:08:00,20:08:00,First,,Chicago,Loss,Ancient,T,17.0,1.0,9.0,17.0,4.0,9.0,2849.0,94.0,26.0,Win,773.0,1.0,1.63,50.0,684.0,694.0,689.0,,3,0,1,,,,
69.0,2024-05-31,21:22:00,21:22:00,First,,Chicago,Loss,Inferno,T,8.0,4.0,6.0,8.0,3.0,5.0,1609.0,84.0,50.0,Win,803.0,1.0,1.48,47.0,773.0,833.0,803.0,,4,0,2,,,,
70.0,2024-05-31,22:13:00,22:13:00,Second,Aimlabs,Chicago,Loss,Vertigo,T,6.0,3.0,10.0,11.0,2.0,11.0,2055.0,73.0,65.0,Loss,833.0,1.0,,53.0,894.0,835.0,864.5,,5,5,0,,,,
71.0,2024-06-01,19:07:00,19:07:00,Second,,Chicago,Win,Inferno,CT,8.0,3.0,7.0,2.0,8.0,7.0,1675.0,79.0,31.0,Win,804.0,1.0,1.17,56.0,849.0,723.0,786.0,,1,0,1,,,,
72.0,2024-06-01,21:12:00,21:12:00,Second,,Chicago,Win,Vertigo,CT,1.0,1.0,7.0,5.0,4.0,10.0,1316.0,69.0,50.0,Loss,828.0,5.0,0.5,50.0,1306.0,1311.0,1308.5,,2,2,0,,,,
73.0,2024-06-01,21:54:00,21:54:00,First,Aimlabs,Chicago,Loss,Inferno,T,7.0,2.0,10.0,0.0,0.0,5.0,663.0,39.0,28.0,Loss,809.0,1.0,0.39,50.0,1012.0,1008.0,1010.0,,3,3,0,,,,
74.0,2024-06-03,21:46:00,21:46:00,Second,Aimlabs,Denver,Win,Mirage,CT,7.0,5.0,2.0,8.0,1.0,8.0,1472.0,77.0,46.0,Win,781.0,1.0,1.3,41.0,386.0,571.0,478.5,,1,0,1,,,,
75.0,2024-06-11,18:15:00,18:15:00,First,,Chicago,Win,Inferno,CT,0.0,2.0,4.0,15.0,3.0,5.0,1482.0,92.0,26.0,Win,812.0,1.0,1.46,50.0,867.0,869.0,868.0,,1,0,2,,,,
76.0,2024-06-13,20:13:00,20:13:00,Second,Aimlabs,Chicago,Loss,Vertigo,T,4.0,2.0,10.0,1.0,3.0,6.0,908.0,50.0,0.0,Loss,842.0,5.0,,,,,0.0,,1,2,0,,,,
77.0,2024-06-13,20:46:00,20:46:00,Second,,Chicago,Win,Inferno,CT,7.0,1.0,4.0,10.0,1.0,8.0,,74.0,24.0,Win,842.0,5.0,1.26,50.0,1116.0,1105.0,1110.5,,2,0,1,,,,
78.0,2024-06-13,21:36:00,21:36:00,First,,Chicago,Loss,Ancient,CT,6.0,2.0,6.0,5.0,1.0,10.0,1310.0,65.0,54.0,Loss,870.0,5.0,0.82,53.0,1143.0,1082.0,1112.5,,3,3,0,,,,
79.0,2024-06-13,22:19:00,22:19:00,First,,Chicago,Win,Inferno,CT,1.0,1.0,0.0,11.0,2.0,7.0,1376.0,91.0,25.0,Win,841.0,4.0,1.46,54.0,1081.0,996.0,1038.5,,4,0,1,,,,
80.0,2024-06-13,22:55:00,22:55:00,First,,Denver,Loss,Mirage,T,6.0,2.0,10.0,3.0,3.0,9.0,1175.0,48.0,22.0,Loss,868.0,4.0,0.63,51.0,1124.0,1108.0,1116.0,,5,5,0,,,,
81.0,2024-06-16,21:05:00,21:05:00,Second,,Chicago,Win,Vertigo,CT,2.0,1.0,5.0,4.0,6.0,9.0,1071.0,59.0,17.0,Win,839.0,5.0,0.62,53.0,1166.0,1102.0,1134.0,,1,0,1,,,,
